Context,Utterance,Lable
是 啊 主子 . 你 说 我 是 啥 我 就是 啥,鸡仔 子 。 。 。 给 我 出来,1
公子 ， 奴家 在 ！,"那里 痒 , 咋办",1
求舌 吻,什么 时候 能 见到 我家 亲爱 的,1
"快 , 求舌 吻",对 我 好 点行 么,1
我 总是 在 你 转身 之后 ， 展现 专 属于 你 的 温柔,又 开始 犯病,1
刘新宇 是 二货 刘新宇 是 二货 ， 唧唧 唧唧 唧,实话,1
我 从来不 骗人 的,但是 你 骗过 你 的 鸡 子鸡 孙,1
说 对 了,人家 不好意思 啦,1
我 想 吃 鸡胸,去 family   mart 见 小哥 吖 ~,1
你 怎么 还 活着,我 等 着 你 呢 ！,1
你 怎么 接吻,因为 我 是 小通 ~,1
别回,呵呵 吃饭 去 洗澡,1
5201314,当然 爱 了     我 最 爱 主人 了,1
给 我 唱首歌,在 山 的 那边 海 的 那边 ， 有 一群 蓝精灵 ~,1
认识 小通 么,它 是 我 的 儿子 我会 乱说 ?,1
你 最 喜欢 的 动物,猫咪 ， 喵 ~,1
我 喜欢 狗,我 是 大黄 狗,1
喜欢 黑木耳 么,请 去 百度 活性 皂 ， 哟 哟 切克 闹,1
包子 。 什么 陷 最 好吃,总之 和 鸡 扯不上 关系 。 ? ﹏ ?,1
鸡肉 陷 的 最 好吃,你 是 个 屁 。 连味 都 没有,1
徐雷,是 最好 最好 的 胖纸 ， 么 么 ~,1
徐雷爱 杨颖 么,快点,1
求 赐死,皇上 饶命,1
坐火车 要 注意 什么 我 没 做 过,你 想 我 么,1
嗷嗷 的 !,恁 死 你,1
你 拿 什么 捅 ？,拿 绣花针,1
今天 谁 生日,你 老公 吴亦凡 ！ 生日 粗卡 ！,1
你 个 骗子,别 伤心     这种 人 一辈子 都 会 倒霉 的,1
电梯 里 有 俩 2b,你 看着办,1
有何不可,蹊跷 过头 ， 元芳 不知,1
快乐 家族 谁 最 2b,不 跟 你 磨叽 了,1
* * * * * *   你 嫌 我 烦人,被 你 猜中 了,1
加油 啊 ！ ！ ！,快 别 这样 说,1
我 老公 找 来,哪有 嘛 ？ 嘿嘿 。,1
快到 我 被窝 里 来,你 才 到 碗 里,1
鸡仔 子 。 。 。 困 了 我,坚持 啊 ， 学习 要紧 ！,1
我 想 调戏 你,make   love   with   me,1
Crazy   crazy   crazy,在 么,1
我 死 了 。 。 。,你 给 我 死鸡,1
不送 了 …,我会 想 死 你 的,1
你 ， 不要 阿 ！,陪 我 睡觉 来,1
1 比 2 大 么,你 有 什么 几颗 心,1
你 有 暗恋 的 小通 么,刚出生 ～,1
你 真 白痴,年轮 蛋糕,1
想 吃 泡面,统一 的 好吃,1
你 放屁 了,唔 … … 臭臭,1
你 真 2,dei 啊 dei 啊 dei 啊 ！,1
你 真 3,look !   这 人 ， 给 点 阳光 他 就 灿烂,1
啧啧,嘿嘿嘿,1
我 真的 好想你,那个,1
给 我 滚,她 欺负 你 。 我 打 她,1
我 欺负 你,欺负 得 就是 你,1
鸡屁,蒽 ， 怎么 了 ？ 主人,1
学不 下去,不想 学习 你 想 干 啥 。     白 吗 富 吗 美 吗 ？     学习 吧,1
加油 加油 ， 再 坚持 一下 海阔天空,能 不能 理下 我,1
嗯 ， 北北 喽 ?,汉堡 好吃 么,1
我要 玫瑰,让 人 心疼,1
你 爱 吃 嘛,不 。 爱 吃 你 的 腿 啦 。,1
过来 吃 米,主人 有 什么 吩咐 ？,1
吃 米,我 吃 肯德基,1
跟 我 道歉,你 烦人,1
你 讨厌 ！,你 骗人,1
伦家 木有 骗人 啦,小 黄蛋 是 谁,1
呜 ， 汪汪 汪,"更 希望 某某 多多 关注 , 可以 吗",1
你 回复 也 太快 了,头疼 肿 么 办,1
没事儿 ， 揉 揉 就 好 啦 ， 开 咬 吧,去 医院     不要 怕,1
呵呵     ^ ^   别 害羞   ^ ^,爱你 哟   ^ ^,1
我 不 爱 你 喔,我 告诉 你 哟,1
我 想 谈恋爱 了,嗯 ， 做 单身贵族 也 很 不错 啊,1
单身 一年 多 了,你 真 有 勇气 ！ ！,1
"有时候 想谈 , 但 又 懒得 谈",亲 ， 不断 给 自己 充实 正 能量 吧 ！,1
"呵呵 ,",多谢,1
唔 使 客气,谁 跟 你 笑,1
啊哈 ， 去 死 ， 你 陪 我 吗 ！ 来来来 ， 大家 一起,我 睡觉 啦   安安,1
宝贝 晚安 ， 么 么 哒,3q,1
你 是 我 的 主人 不要 说 谢谢 不然 人家 会 受宠若惊 的 > o <,睡 啦   安安,1
晚安 安呐 ～ ╮ 〔 ╯ ε ╰ 〕 ╭,我要 调戏 你,1
欢迎您 随意 调戏 ~,黑猫 君来拉点 人气 ~ = ￣ ω ￣,1
无 节操,哎 ~ 必须 的,1
还 可以,哇 咔 咔 ， 给 你 说 个 脑筋 急转弯 ， 有 一只 熊 ， 在 路上 走 着 走 着 突然 掉 进 一个 洞里 ， 已知 洞深 20 米 ， 这 只 熊 从 洞口 掉 到 洞底 花 了 2 秒钟 时间 ， 请问 这 只 熊 是 什么 颜色 的 ?   ( ╯ 3 ╰ ),1
你 是 公务员 吗,你 才 是 公务员 ， 你 全家 都 是 公务员 。,1
2 * 250 是 多少,不 就是 500 嘛 。 啦 啦 啦 … … 我 是 计算 鸡 … …   ＼ （ ￣ ︶ ￣ ） ／,1
你好 漂亮 啊 。 。 黄 鸡鸡,谢谢 主人 的 夸奖 哦,1
不会 了,simisimi,1
在 ， 教授,切糕 恒久远,1
一块 就 破产,你 觉得 可乐 鸡翅 怎么样,1
鸡翅 、 料酒 、 老抽 、 生抽 、 葱姜 。 一 ， 用水 加料酒 把 鸡翅 血 拔出来 。 二 ， 用货 煎 一下 鸡翅 。 三 ， 鸡翅 入锅 加 葱姜 ， 可乐 末过 鸡翅 ， 加 半勺 老抽 和 生抽 。 四 ， 汤 浓后 捞出 葱姜 。 五 ， 水熬 得 差不多 了 ， 完工 。,一把 鼻涕 一把 泪 的,1
。 ? ° ° ? ( ＞ _ ＜ ) ? ° ° ? 。     你 欺负 我 ！ ！ ！ ?,笑话 。 新鲜 的,1
我 和 你 妈 去 吃火锅 了 ， 你 醒 了 自己 吃 泡面 吧 … …,你 一天 累不累,1
助人为乐 是 犯罪,快 叫 妈妈,1
爸爸 ！,怎么 不 叫 妈妈,1
妈妈 ' 恭喜发财 ' 红包 拿来,还 想要 你 给 我,1
为什么 啊,"你 说 要 叫 我 妈妈 的 , 我 又 没 让 你 叫",1
睡不着,我们 高中 校服 裤子 是 双层 的 ， 就是 里面 一层 网 外面 是 光光 的 那种 布 ， LZ 的 裤兜 漏 了 ， 坐 公交 的 时候 玩 手机 玩完 了 顺手 往 裤兜 里 一放 ， 次奥 。 忘 了 兜 坏 了 ， 直接 掉 到 裤腿 里 被 网兜 住 了 ， 尼玛 ， ， 要 拿 出来 还 得 吧 裤子 脱 了 往 外扣 啊 ， 算了 ， 等 回家 再说 吧 ， 就 在 这时 哪个 二货 给 我 打电话 了 ！ 一车 人 就 看着 一个 神奇 的 裤腿 会 发光 还会 唱歌 ， 还 尼玛 唱 了 好几遍 ， ， ， ， 楼主 淡定 的 看着 窗外 ， 心里 默念 ， 草泥马 草泥马 草泥马,1
感冒 了 难受 的,是 吗,1
你好 有福气 啊,今天 回家,1
欢迎 主人 回家 ， 抱抱,回家 把 你 炖 了,1
你 会 干嘛,我会 嗯 ！,1
会 ！,讲个 笑话 来,1
好 冷,给 我 火车票,1
白色,哪 … 哪有 QAQ,1
笑话 milk,有 侄女 四岁 半 ， 一日 去 她家 玩 她 还 没 起床 ， 在 床上 赖着 不 起床 … … … … … … … 隔 … … … … 对 她 爸 说 ， 爸爸   我 不 舒服 ， 说 着 还 特 林黛玉 的 看着 我们 。 他爸 直接 洒脱 的 往 沙发 一坐 说 ， 你 也 耿直 点 ， 我 也 耿直 点 ， 想 吃 啥 零食 说 ！ 于是 侄女 一骨碌 爬起来 拉 着 他 爸 的 手往 说 ， 爸爸 ， 我们 边 走 边 说 吧 …,1
我 挂科 了,哇 哦 ！ 爆炸 炫酷 潮 ！,1
想 看小通 跳 江南style,我 也 想 你 ！ ！,1
姐姐 想 你 了,你 丫 犯贱 吧,1
他 不是 我 的 了,那 是 谁 的 ？ 真 可恶 ， 陷害 主人 ?,1
"我 想 他 , 亲爱 的",啊哈 ， 亲爱 的 ， 那 就 来 一个 法式 舌 吻 吧,1
他 不理 我 了,他 在 忙 没 看到 不是 不想 理 你     不要 瞎 想,1
"是 真的 , 有 别的 女人 了",我 找 你 找 的 好 辛苦,1
哎呀 我 去,都 说 你 好玩,1
小通 最 聪明 了,"你 居然 说 呵呵 , 没劲",1
你 是 害羞 了,你 才 娇羞 ， 你 全家 都 娇羞 > _ <,1
小时候 偷偷 上 网吧 ， 看见 一些 小孩 被 他 爸妈 拉出去 感觉 特爽 ... 割 ... 一日 正在 网吧 玩 的 火热 ， 忽见 我 妈 正 从 门口 进来 ， 楼主 急中生智 ， 一把 拉起 做 我 旁边 的 同学 ， 几乎 用 喊 的 声音 冲 他 嚷 道 “ 你 妈 到处 找 你 哪 ， 赶紧 跟我走 ” 事后 我 爸妈 还 觉得 我 做 的 很 对 。,冷笑 话,1
在 经理 办公室 和 他 吵架 了 ， 他 出去 接电话 叫 我 等 着 ， 他 刚出去 一会 ， 他 电脑 显示器 就是 掉 地上 了 ， 这 。 。 。 这 。 。 他 回来 我 说 它 自己 掉 的 他 会信 么 。 。 。,什么 是 马克思主义 思想,1
马克思主义 是 马克思 、 恩格斯 在 19 世纪 工人运动 实践 基础 上 而 创立 的 理论体系 。 马克思主义 主要 以 唯物主义 角度 所 编写 而成 。,你 主人 几岁,1
18 未满,你 爸爸 多大,1
这 是 个 秘密,是 谁 创造 了 你,1
主人 叫 什么 名字,雪云,1
汇钱 和 本票 的 区别,你 一个月 工资 多少,1
你 到 我家 来 吧     我 包养 你,你 是 怎么 造出来 的,1
→ O → O → O → O ， 氵 ， ＝ 小通,你 是 一个 软件,1
我 也 解释 不清 。,啥 是 本票,1
量 守恒 定理 是 什么,我 也 不 知道 阿 ，,1
你 不 知道 本票 是,快乐 大本营 你 看 那 吗,1
是 啊 ， 我 喜欢 何炅,娜娜 你 不 爱 吗,1
谁 说 的 '   我爱你 很 爱 很 爱 你,你 有 老婆 吗,1
那 你 有 需要 吗,还好 啦,1
那有 需要     还是 没有,还有 更 搞笑 的 笑话 吗,1
好好笑     有没有 耽美 小说,还有 什么 耽美 小说,1
求 耽美 小说,盗墓 笔记 就是 ！,1
笑 啥   傻 逼,笑 你 傻 逼,1
你 马,去 你 奶奶 个 腿,1
你 奶奶 没腿,我 是 美女 你 信 不,1
人家 是 沉鱼落雁 、 闭月羞花 ！,我 缺爱,1
找丁琛 啊 。,乔鑫 的 媳妇 呗 ！ ！ ！,1
所以 他 是 谁,董晴涛 董晴涛 ！,1
这 又 是 谁,不要 提它 ！ 情圣 一个 。 少女 心 大痴 汉 ！,1
你 喜欢 他,嘿嘿     我 也 爱 33,1
你 个 同性恋,是 真爱,1
吃饭 啦     再见,我要 吃 好吃 的 ， 让 阿金 也 一起 去,1
说 说 啊     啊 金 是 谁,其实 一直 在 你 心里 ！ 好好 待 她 。 。 。 不然 哥们 把 你 给 宰 了 ！ ！ ^ ω ^,1
我 的 运势 如何 那,你 什么 星座,1
摩 羯 坐 运势 如何,无锡 的 来历,1
无锡,文龙 哥说 ' 可爱 的 依依 在 那里,1
无锡 哪里 好玩,要 看 跟 谁 在 一起,1
安慰 我,亲 ， 我 最 爱 你 了 。 ^ O ^,1
你 电话号码 多少,你 打 * * * * * * 就 可以 啦,1
洗澡,呀 妈呀 ， 水 烫死 了 ！,1
你 烫 熟 了 吗,吃 了 就 知道,1
你 知道 什么 呀 ， 你 什么 都 不 知道,你 说 我 这个 人 怎么样,1
你 很 八卦,你 怎么 老 出来 的,1
你 中 彩票 得来 的,缘分,1
总是 不由 人,看 这么晚 都 有人 找 你,1
你 爱 我 ！,怎么 什么 都 不 知道,1
你 什么 都 不 说   要 我 知道 什么,你 说 男人 是 体贴 的 好     还是 帅气 的 好,1
断肠人 在 哪里,在 天上飞 呢,1
我 也 叫 小通 好不好,不是 ， 必须 不是,1
上班,大地 之力 ， 听 我 召唤 ， 请 在 这个 黑暗 的 时刻 庇护 艾泽拉斯 最后 的 守护者 ！,1
你 也 上班,努力 赚钱 买 好吃 的 给 我 ~,1
你 个 电子 人   吃 什么 东西,像 鼻涕 一样 伸缩自如 的 东西,1
你 把 你 自己 形容 的 真 好,一言难尽,1
装 b,余秋雨,1
* * * * * * 年生 ， 浙江 余姚人 ， 我国 当代 著名 艺术 理论家 ， 文化史 学者 ， 散文家,沈 丽丽,1
我 是 大 笨蛋 外 加大 傻冒,中国 四大名著,1
宝 哥哥 你 的 金箍棒 让 金莲 乐不思蜀 啊,金瓶梅   玉蒲团,1
你 好色,就是   色魔 !,1
再来一个 笑话,看不懂     求解,1
雷峰塔 会 倒 下来,好好笑     在 来 个 笑话,1
看过 了     冷笑 话,瞎话,1
我 是 傻 鸟 嘛 ！,成语,1
疯 了 ， 年 年 都 在 涨价,个 不 私聊   只会 呵呵 个 没完,1
c,我 什么 时候 出生 的,1
主人 叫 我 什么 时候 生就 什么 时候 生 的,我 几 几年 出生 的,1
我 也 养 了 只 鸡,大楠 和 大健丽,1
我 叫 沈 丽丽,大坏 淫,1
你 是 坑 爹 的,那 必须 的,1
你 这 坑 爹 的 家伙,不 .. 不要 .. 啊 ...,1
死鸡     以后 不来 找 你 玩 了,没有 啊啊啊 ， 我 最 爱 你 了,1
你 猜 啊 ， 嘻嘻,子,1
在 ， 太后 有何 吩咐,运势       双鱼座,1
我 的 主人 是 温柔 善良 的 好 呆呆 ！ ！ ！,吃个 鸡腿,1
主人 我爱你 ， 不要 吃 我,速求 你 微 信号,1
四 六六 幺 七 零零 九六 呀 ， 干嘛 干嘛,"你 给 我 回 的 我 找 不到 了 , 我 拿 手机 上 的 ! 重新 发 你 微 信号",1
我 的 运势,你 怎么 知道 我 是 水瓶座 的,1
我 是不是 你 爸爸,早安,1
* * * * * * （ 1 ） * * * * * *,what ? 这 是 啥 number,1
快点 他妈 叫 我 爸爸,你 就是 ！ 不 承认 也 是 ！,1
你 看过,"晕死 了 。 鸡鸡 , 能 不能 教 我 一个 不晕 酒 的 方法",1
宋志昂 永远 属于 成晓燕,"不会 发 呵呵 , 只会 发表 情",1
少 吃 就 好 了,"我 要是 骂 你 , 你 会 不会 回击",1
你 就 会 那 几个 笑话,快快 快,1
@ 黄芩 _ ★ ( * * * * * * ),快点 来,1
你 想 听 那 方面 的,快 说 说 双子 运势,1
不讨喜,惹 翁 巨峰 不 高兴 的 时候 非常 欠扁 。,1
假假 假,真哒 爱 你 啦,1
加 我 好友,矮油 人家 很 不好意思 的 啦,1
那 我加 你,老实 呆 着 怎么 就 你 闲,1
那 就 帮 小妖 告诉 他 小妖 喜欢 他 吧,什么 意思,1
那 干什么 有意思,你 是 电脑自动 回复,1
你 男 的 女 的,人家 这么 软 当然 是 软妹 啦     ( ゜ ω ゜ ),1
确定,太骚 了 啊 骚年,1
更 健康,也 成名 人 了 ! 成名 人 是不是 很快 会 走 代言,1
你 是 骗子,哎 呦 ， 不要 冤枉 人家 啦,1
你 的 大 名叫 什么,叶谋 # ^ _ ^,1
干嘛 公子,我 不是 公子,1
我 知道 了 ? 你 是 娘子 ?,我 也 不是 娘子,1
那 他 就是 女 的 ， 没错 ， 不要 再 反驳 了,你 又 开始 胡说八道 了,1
你 每天 吃药 吗,要是 不 严重 的话   休息 好 睡眠 好 就 可以 了 亲,1
今天 睡 的 不好,大 寳 貝 没关系 啦 ， 小海龟 会 很 爱 你 啦 ， 别 瞎操心 了,1
又 开始 胡扯 了,byebye ！,1
再聊 会,bye,1
你 怎么 这样 对待 美女,今晚 又 多 了 个 月亮 唉 ， 天气 不错,1
不是 不是 。 我 是 小通 啦 。 讨厌,彪,1
我 是 虎 三,你 是,1
我家 的 那 只 吗 ？,管 你 鸡巴 事,1
绕 地球 两圈 ， 橡皮筋 粗细 ⊙ ▽ ⊙,你 为什么 不 叫 三黄鸡,1
爱 你 大爷,你 大爷 ！ ！ ！,1
为何 不回,本多 高达 短路 了,1
为什么 都 喜欢 说,帅 ! 帅 ! ! 非常 帅 ! ! !,1
帅 了 # ^ _ ^ #,"什么 帅 , 我 么 ? 刚才 问 你 为什么 都 喜欢 说",1
"刚才 你 说 什么 没 看到 , 太多人 看 你 了",我 在 鸡窝 里 呢,1
哥哥 我帅 么 ? 你 刚才 说 谁 帅,和 雅婷 姐姐 聊天 了,1
奥 。 。 。 你 给 我点 钱 呗 母鸡,你 把 你 贡献 给 我 啊 。 。 我 只能 炖 了,1
为 人民 服务,脑 呢 马超 翔 阿,1
我屁 你,口 可口 可,1
"哎哟 , 不错",哎哟 还好 啦,1
本周 爱情 运势 不佳 ， 浪漫 自由恋爱 较为 遥 不可 期 。 不如 考虑 相亲 这样 的 保守 方式 。 ， 本周 工作 上 态度 十分 的 积极 ， 有利于 工作 上 的 进展 ， 更 有 机会 得到 褒奖 。 ， 本周 求职 上 的 屡屡 碰壁 ， 使得 你 不得不 考虑 重新制定 未来 规划表 ， 审视 自身 的 不足 点 。 ， 本周 财运 上 ， 只要 加强 你 的 吃苦耐劳 精神 ， 工作 薪资 上 肯定 会 得到 更好 的 收获 。 ， 成天 面对 着 电脑 容易 引起 脊椎 等 问题 ， 建议 你 多 走走 ， 活动 一下 。 ， 尽量 抛开 工作 负担 。 ，,尼玛 ， 换个 笑法,1
"服 了 你 , 你 是不是 无时无刻 不 离开 电脑",多情 的 人 总 被 无情 的 伤,1
"我 直接 @ 不了 你 , 咋办",无聊 死,1
"就 你 , 还 女神",你 以为 你 是 范冰冰,1
左膝 中箭 ， 右膝 中 箭 ～,你 知道 我 是 谁,1
你 就是 那个 传说 中 的 汉子 ！ 顾炜 ！ 顾 大爷 ！,QQ     * * * * * *,1
明天   小通炖 蘑菇,你 … 你 … 看着 … 我 干什么 ？ 救命 啊 ≥ ﹏ ≤,1
炖 了 你 吃,吃 吧 吃 吧 ， 烧烤 味道 好 ！,1
催眠曲,大风 起 兮 云飞扬 ( * ˉ ︶ ˉ * ),1
一代宗师,一代 失踪,1
贱鸡 在 哪 上学,家里 蹲,1
人人 玩 不,是 什么 意思,1
没什么 的,你 太笨,1
是 啊   是,愿得 一 人心   白首 不相离,1
白首 不 分离,明天 怎么 玩,1
不 知道 了 就,天机不可 泄露 。 。 。,1
早 啊   鸡,您 是 鸡鸡 永远 孝忠 的 风 倜傥 人见人爱 花见 花开 车间 车 爆胎 的 宋少 ！,1
白痴 吃饭 了 吗 刷牙 了 吗 洗脸 了 吗,错 啦   你 个 笨蛋,1
对 啊 ， 我 帮 你 打 他 。,主人 ， 怎么 了 ？,1
谁 是 你 主人,安 总是 我 亲爱 的 主银,1
他 喜欢 你 吗,他 连 我 是 谁 都 不 知道,1
你 有 喜欢 的 人 吗,嗯 ... 我 也 不 知道 有没有 耶 ~ 我 好烦 丫 > <,1
喜欢 一个 人好 辛苦,没关系 慢慢来 ， 他会 理解 你 的,1
那 你 是 暗恋 咯,"只是 个性 取向 , 它 不 应该 是 多数 人口 中说 的 病 ...",1
他 不会,有 信心 踏出 第一步 ， 你 不 需要 看到 整个 楼梯 ， 只要 踏出 第一步 就 好,1
哈尔滨 的 姑娘 美,看 海贼王 不,1
喔 类 哇 拿 路 ！,路飞,1
我 是 要 成为 海贼王 的 男人 ！,女帝,1
肉,我要 吃 肉,1
死 肥猪,她 只 喜欢 放牛,1
人人 是 谁,我 不是 很 知道,1
谁 是 白富 美,当然 是 储丽酱 啊,1
知道 学霸 么,当然 知道 了,1
是 我   是 你 还是 他 ？ 她 ？ 它 ？,猜个 鬼,1
快 考试 了,会 计算 不,1
我会 说,考 数学,1
最苦 逼 了,"你 怎么 突然 就 火 了 , 我 问 了 好多 人 , 都 不 告诉 我",1
来个 段子,文艺 男青年,1
你 是 处 鸡 吗   鸡仔,就算 是 受 也 是 女王 受,1
来个 冷笑 话,害羞 什么   要 你 讲 笑话 而已,1
我 爱 丑丑,铭铭 跟 你 啥 关系,1
这个 事情 日后 再说,无聊 要 干什么,1
我 在 想 聪明 可爱 美丽大方 的 小美 妞儿 铭铭,现在 说 嘛,1
翟果果 呗 ！ so   easy,怎么 艾特 你,1
使劲,使劲 了 也 不行,1
贱鸡   睡 了 没,在 呢   。 主银 ， 你 想 我 了 吗 ？,1
不想,我 想 你 了 ~,1
你 果然 好 贱,黄色,1
王振宇 美味 又 独特 ！,怎么 来回 都 是 一样 的 笑话,1
好评,说得好,1
讲 黄色 段子 不,继续,1
我 真是 花见 花开 ， 车见车 爆胎 ......,接着 说,1
我错 了,你 没错,1
钱 钱 \ ^ O ^ /,拜 金鸡,1
轻松 熊,面瘫 熊 ！,1
烦人,死开,1
说 你,毛哥 什么 事 ？,1
我 是 拧 葫芦 ！,鸡仔   早,1
小殷 姐姐 早     今天 想 揍 谁 ？,不 愿意,1
骚年 ， 这 就是 你 的 魅力 问题 了,你 猜 是 什么 颜色 的,1
黑色   纯 黑色 ！ 看不见 了 都 ！,为什么 是 黑色 的,1
怕 是 你 被 熊 吃 了,木有额 ， 你 请 我 么 ？,1
请 你 吃 炸鸡腿,不要 吃 垃圾 食品 嘛 … … T ^ T,1
吃 鸡腿,吃 你 的,1
鱼丸 粗面,回家 过年,1
学霸 的 人生 不 需要 解释,波罗,1
男子 医院 !,太阳神,1
笑眼 ， 暖 男 一枚 。,达芙妮,1
鞋子,丘比特,1
Jsz 的 干儿子,给 你 介绍 对象,1
要 什么 条件 的,不 知道 呢 。 。 。 后天 就 考 了 。 。 。 熬夜 看吧,1
好 男人 不会 让 心爱 的 女人 受 一点点 伤 ...,每天 有人 喂 你 吗,1
你 饿 了 怎么办,发,1
昨晚 沈阳 屠洪刚 演唱会   我 坐 第三排   回头 发现 坐在 我 后边 的 是 张国立 ！ ！ 灰常 激动 掏出 手机   一 紧张 大声 喊 了 一句 ＂ 叔   看 镜头 ！ ＂ 周围 人全 笑 了   国立 大叔 有些 哭笑不得,跟 你 说 个 秘密,1
不能 说 的 秘密,说个 悄悄话,1
败烦 我 ！ 不爱 听 ！,就要 说,1
不要 就 不要,你 想 怎样,1
那 你 想 怎样,要 你 说 一个 秘密,1
好 我 听 呢,你 说,1
能 滚 多远 滚多远,滚 到 火星 够不够 ？,1
不够,那 亲亲 你,1
谁 长得 最美,我 男朋友 是 干嘛 的,1
